date,customer_id,item_id,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
2012-04-19,823,30697,1,106.5,-35.62,-35.62,984,Established,Packaged Meat
2012-04-19,823,36391,1,106.5,-17.81,-17.81,833,Established,Grocery
2012-04-19,823,49008,1,53.43,-53.07,-35.62,831,Established,Grocery
2012-04-20,536,12448,2,391.11,0.0,-71.24,120,Established,Grocery
2012-04-20,536,32846,1,95.82,0.0,-10.69,1464,Established,Grocery
2012-04-20,536,35360,1,177.74,-35.62,-17.81,57,Established,Grocery
2012-04-20,536,47328,1,135.0,0.0,-35.62,120,Established,Grocery
2012-04-20,983,15352,1,640.8,-96.17,-71.24,334,Established,Grocery
2012-04-20,1257,51300,1,248.98,0.0,-35.62,234,Established,Pharmaceutical
2012-04-20,366,32860,1,1115.97,0.0,-106.86,97,Established,Pharmaceutical
2012-04-20,1199,21108,1,498.32,-106.86,-178.1,231,Established,Grocery
2012-04-20,161,13015,1,34.55,-25.65,-17.81,1183,Established,Grocery
2012-04-20,161,15411,1,53.43,-31.7,-17.81,458,Established,Grocery
2012-04-20,161,15830,1,19.23,-32.06,-8.9,278,Established,Grocery
2012-04-20,161,17025,1,47.73,0.0,-8.9,278,Established,Grocery
2012-04-20,161,17643,1,35.62,-10.33,-35.62,1229,Established,Grocery
2012-04-20,161,45608,1,78.01,-17.81,-17.81,1075,Established,Grocery
2012-04-20,161,59138,1,124.31,0.0,-35.62,548,Established,Grocery
2012-04-20,1309,52591,1,284.6,-71.24,-53.43,686,Established,Pharmaceutical
2012-04-20,566,6893,1,117.19,0.0,-35.62,350,Established,Packaged Meat
2012-04-20,566,8145,1,63.76,0.0,-14.25,1709,Established,Grocery
2012-04-20,566,18465,1,177.74,0.0,-35.62,350,Established,Packaged Meat
2012-04-20,566,22105,2,88.34,-106.86,-17.81,278,Established,Grocery
2012-04-20,566,31704,1,215.14,0.0,-19.59,350,Established,Packaged Meat
2012-04-20,566,36450,1,49.51,0.0,-17.81,281,Established,Pharmaceutical
2012-04-20,566,57937,1,86.91,0.0,-26.71,132,Established,Grocery
2012-04-20,566,57962,1,71.24,-35.26,-17.81,914,Established,Grocery
2012-04-20,566,58936,1,195.55,-17.81,-35.62,1587,Established,Grocery
2012-04-19,1364,21013,1,1276.62,0.0,-142.48,97,Established,Pharmaceutical
2012-04-19,1364,58676,1,89.05,-17.45,-35.62,89,Established,Grocery
2012-04-20,276,19115,1,124.31,0.0,-35.62,673,Established,Grocery
2012-04-20,529,34412,1,86.91,0.0,-19.59,1041,Established,Pharmaceutical
2012-04-20,1176,28819,1,127.88,-85.49,-35.62,1760,Established,Skin & Hair Care
2012-04-20,42,37055,2,160.29,-70.53,-53.43,1393,Established,Packaged Meat
2012-04-20,603,35735,1,68.39,-7.84,-26.71,209,Established,Grocery
2012-04-20,603,57962,1,71.24,-35.26,-17.81,914,Established,Grocery
2012-04-20,836,25163,1,117.19,0.0,-35.62,1180,Established,Grocery
2012-04-20,1052,47360,1,106.86,-21.02,-35.62,681,Established,Grocery
2012-04-20,1052,53095,1,70.88,-32.06,-35.62,1162,Established,Pharmaceutical
2012-04-20,60,9186,1,29.92,-16.03,-17.81,2088,Established,Pharmaceutical
2012-04-20,60,30321,1,133.22,-14.25,-26.71,533,Established,Grocery
2012-04-20,60,36731,1,56.99,-28.14,-21.37,172,Established,Grocery
2012-04-20,550,60094,1,355.84,0.0,-355.84,467,Established,Pharmaceutical
2012-04-20,774,28442,1,47.02,-22.08,-12.47,1697,Established,Grocery
2012-04-20,214,18754,2,142.48,0.0,-71.24,967,Established,Grocery
2012-04-20,1250,34592,2,118.61,-44.52,-35.62,1105,Established,Grocery
2012-04-20,1250,56176,1,45.95,0.0,-17.81,162,Established,Grocery
2012-04-20,404,19183,1,284.6,-71.24,-71.24,673,Established,Pharmaceutical
2012-04-19,154,57531,1,53.43,-17.45,-35.62,603,Established,Grocery
2012-04-20,1239,33542,1,53.07,-17.81,-17.81,235,Established,Grocery
2012-04-20,1239,51879,2,213.01,0.0,-71.24,1025,Established,Pharmaceutical
2012-04-20,96,28442,1,47.02,-22.08,-12.47,1697,Established,Grocery
2012-04-20,96,56751,1,259.67,-96.17,-35.62,1180,Established,Grocery
2012-04-20,52,25163,1,117.19,0.0,-35.62,1180,Established,Grocery
2012-04-20,878,56751,1,259.67,-96.17,-35.62,1180,Established,Grocery
2012-04-20,1573,13891,3,305.62,0.0,-35.62,482,Established,Pharmaceutical
2012-04-21,317,26640,1,204.46,0.0,-8.9,686,Established,Grocery
2012-04-21,317,27464,1,151.03,0.0,-8.9,686,Established,Grocery
2012-04-21,367,5872,1,22.8,-12.47,-8.9,533,Established,Grocery
2012-04-21,367,18053,1,74.45,0.0,-14.25,967,Established,Grocery
2012-04-21,1242,13855,2,569.21,-142.48,-178.1,686,Established,Pharmaceutical
2012-04-21,119,15826,1,94.04,0.0,-12.47,190,Established,Grocery
2012-04-21,119,56842,1,142.12,0.0,-35.62,1319,Established,Pharmaceutical
2012-04-21,1072,28442,1,47.02,-22.08,-12.47,1697,Established,Grocery
2012-04-21,249,11732,3,45.24,-21.37,-17.81,1337,Established,Grocery
2012-04-21,249,14933,1,71.24,-28.14,-17.81,1294,Established,Natural Products
2012-04-21,249,18777,1,160.29,-53.07,-35.62,2188,Established,Grocery
2012-04-21,249,24085,1,116.48,0.0,-35.62,714,Established,Grocery
2012-04-21,249,28431,1,106.5,0.0,-35.62,334,Established,Grocery
2012-04-21,249,31189,1,71.24,-10.33,-35.62,1025,Established,Pharmaceutical
2012-04-21,249,35736,2,91.9,-85.49,-35.62,1105,Established,Grocery
2012-04-21,249,35865,2,213.01,0.0,-53.43,522,Established,Grocery
2012-04-21,249,45124,1,159.93,0.0,-35.62,673,Established,Pharmaceutical
2012-04-21,249,49637,1,135.0,0.0,-106.86,1041,Established,Pharmaceutical
2012-04-21,249,56124,1,124.67,-17.45,-35.62,1025,Established,Grocery
2012-04-21,249,56915,1,124.31,0.0,-17.81,1229,Established,Grocery
2012-04-21,249,57508,2,106.86,-34.91,-35.62,603,Established,Grocery
2012-04-21,249,59131,1,115.76,-49.51,-26.71,1631,Established,Grocery
2012-04-21,249,61623,1,71.24,-45.95,-35.62,1475,Established,Natural Products
2012-04-21,300,4833,1,70.88,0.0,-17.81,235,Established,Grocery
2012-04-21,300,7837,1,21.37,-24.58,-14.25,1143,Established,Grocery
2012-04-21,300,13290,1,78.01,-3.56,-17.81,686,Established,Grocery
2012-04-21,300,18119,2,355.49,-71.24,-71.24,702,Established,Packaged Meat
2012-04-21,300,22292,1,67.32,-7.12,-17.81,686,Established,Grocery
2012-04-21,300,24196,1,40.61,0.0,-17.81,597,Established,Grocery
2012-04-21,300,27178,1,21.37,-24.58,-14.25,1143,Established,Grocery
2012-04-21,300,59420,1,67.32,-17.81,-10.69,446,Established,Grocery
2012-04-21,300,61859,1,71.24,-45.95,-35.62,1475,Established,Natural Products
2012-04-21,441,30404,1,90.47,0.0,-19.59,1025,Established,Pharmaceutical
2012-04-21,1554,30763,1,31.35,-18.17,-35.62,2025,Established,Grocery
2012-04-23,1407,18264,1,113.63,-39.18,-35.62,172,Established,Grocery
2012-04-23,334,17887,1,133.57,-49.51,-26.71,829,Established,Pharmaceutical
2012-04-23,334,19632,2,101.16,-37.04,-17.81,278,Established,Grocery
2012-04-23,334,31444,1,80.14,-53.07,-26.71,582,Established,Natural Products
2012-04-23,334,33520,1,97.96,-21.02,-26.71,1796,Established,Grocery
2012-04-23,1434,61528,1,22.44,-25.29,-8.9,89,Established,Grocery
2012-04-23,8,20560,2,28.5,0.0,-35.62,158,Established,Pharmaceutical
2012-04-23,464,9571,1,106.86,-21.02,-35.62,681,Established,Grocery
2012-04-23,464,48416,1,151.38,-6.41,-26.71,686,Established,Pharmaceutical
2012-04-23,464,51376,1,284.6,-71.24,-89.05,686,Established,Pharmaceutical
2012-04-23,1378,8633,2,211.23,0.0,-26.71,782,Established,Grocery
2012-04-23,1378,23161,2,63.4,0.0,-71.24,158,Established,Pharmaceutical
2012-04-23,1378,59076,1,284.6,-52.01,-35.62,686,Established,Grocery
2012-04-23,153,20972,1,63.05,-23.87,-26.71,1025,Established,Grocery
2012-04-23,250,25776,2,161.36,-113.98,-26.71,1105,Established,Grocery
2012-04-23,817,19632,3,160.29,-55.92,-17.81,278,Established,Grocery
2012-04-23,817,26146,1,120.75,0.0,-17.81,2187,Established,Grocery
2012-04-23,879,15883,1,35.26,-17.81,-35.62,681,Established,Grocery
2012-04-23,528,61733,1,117.19,0.0,-35.62,782,Established,Grocery
2012-04-23,624,30921,1,200.18,-66.61,-35.62,1871,Established,Pharmaceutical
2012-04-23,1443,11271,1,277.48,0.0,-17.81,231,Established,Grocery
2012-04-23,1472,14432,2,127.52,-28.5,-35.62,673,Established,Grocery
2012-04-23,370,24713,1,131.44,-10.69,-35.62,548,Established,Grocery
2012-04-24,918,22801,1,69.1,0.0,-12.47,1134,Established,Grocery
2012-04-24,1547,45166,1,55.21,-35.26,-19.59,278,Established,Grocery
2012-04-24,748,22095,1,15.67,0.0,-26.71,231,Established,Grocery
2012-04-24,748,28124,1,44.17,-24.93,-8.9,1862,Established,Grocery
2012-04-24,748,45386,1,126.09,-7.12,-8.9,686,Established,Grocery
2012-04-24,748,47336,1,142.12,-17.81,-17.81,235,Established,Grocery
2012-04-24,748,48395,1,204.46,-53.43,-26.71,533,Established,Grocery
2012-04-24,748,48872,1,142.12,-49.87,-35.62,864,Established,Grocery
2012-04-24,748,57531,2,106.86,-34.91,-35.62,603,Established,Grocery
2012-04-24,748,58552,1,106.86,-6.77,-17.81,686,Established,Grocery
2012-04-24,1369,48646,1,44.17,-24.93,-8.9,1862,Established,Grocery
2012-04-23,283,10435,2,255.75,-135.36,-35.62,1274,Established,Pharmaceutical
2012-04-23,283,18527,1,284.6,-71.24,-89.05,686,Established,Pharmaceutical
2012-04-23,283,56403,1,71.24,-28.14,-17.81,1294,Established,Natural Products
2012-04-24,336,10534,2,178.1,-20.66,-35.62,49,Established,Grocery
2012-04-24,336,32655,1,199.12,0.0,-35.62,1186,Established,Grocery
2012-04-24,303,17887,1,133.57,-49.51,-26.71,829,Established,Pharmaceutical
2012-04-24,303,18194,1,74.8,-17.45,-21.37,49,Established,Grocery
2012-04-24,303,32195,1,88.69,-17.81,-17.81,209,Established,Grocery
2012-04-24,303,33981,1,110.07,0.0,-17.81,56,Local,Grocery
2012-04-24,303,35360,1,178.1,-35.26,-17.81,57,Established,Grocery
2012-04-24,30,8294,1,47.73,-42.74,-19.59,1105,Established,Grocery
2012-04-24,30,33306,2,126.45,-113.27,-19.59,1105,Established,Packaged Meat
2012-04-24,464,9693,1,115.41,0.0,-26.71,1294,Established,Natural Products
2012-04-24,464,19367,2,177.39,0.0,-35.62,1229,Established,Grocery
2012-04-24,464,49253,1,97.6,-42.74,-26.71,644,Established,Grocery
2012-04-24,464,57962,2,142.48,-70.53,-35.62,914,Established,Grocery
2012-04-24,706,15509,1,53.43,-45.95,-35.62,524,Established,Grocery
2012-04-24,706,6412,1,71.24,-49.51,-35.62,524,Established,Grocery
2012-04-24,706,31922,1,71.24,-49.51,-35.62,524,Established,Grocery
2012-04-25,1091,10579,1,106.86,-24.58,-35.62,206,Established,Grocery
2012-04-25,1547,63168,2,241.5,0.0,-35.62,1101,Established,Grocery
2012-04-24,317,8426,1,73.02,-28.14,-19.59,387,Established,Grocery
2012-04-24,317,12215,1,213.36,0.0,-35.62,132,Established,Grocery
2012-04-24,317,23016,2,233.31,-34.91,-19.59,350,Established,Packaged Meat
2012-04-24,317,31704,1,215.14,0.0,-19.59,350,Established,Packaged Meat
2012-04-24,317,33483,1,83.35,0.0,-26.71,172,Established,Grocery
2012-04-24,317,37236,1,73.02,-28.14,-19.59,387,Established,Grocery
2012-04-24,317,51021,1,67.32,-10.69,-14.25,644,Established,Grocery
2012-04-25,552,56751,1,259.67,-96.17,-35.62,1180,Established,Grocery
2012-04-25,235,4953,1,142.12,0.0,-71.24,1061,Established,Grocery
2012-04-25,235,36722,1,71.24,-28.14,-17.81,1016,Established,Grocery
2012-04-25,235,48239,1,213.36,-71.24,-35.62,1878,Established,Pharmaceutical
2012-04-25,235,51530,1,54.85,-17.81,-19.59,524,Established,Grocery
2012-04-25,235,51859,1,89.05,-17.45,-35.62,1025,Established,Pharmaceutical
2012-04-25,235,58644,1,76.58,-35.26,-12.47,914,Established,Grocery
2012-04-25,108,33485,1,1115.97,0.0,-142.48,97,Established,Pharmaceutical
2012-04-25,590,47935,1,104.72,0.0,-19.59,974,Established,Grocery
2012-04-25,836,56751,1,259.67,-96.17,-35.62,1180,Established,Grocery
2012-04-25,414,58936,2,355.49,-35.62,-35.62,1587,Established,Grocery
2012-04-25,889,15411,1,53.43,-31.7,-17.81,458,Established,Grocery
2012-04-25,1142,4792,1,122.53,0.0,-12.47,1898,Established,Packaged Meat
2012-04-25,1142,32553,1,113.63,0.0,-17.81,224,Established,"Dairy, Juices & Snacks"
2012-04-25,1142,54547,1,320.22,0.0,-71.24,1034,Established,Pharmaceutical
2012-04-25,1142,60401,1,126.09,0.0,-19.59,597,Established,Pharmaceutical
2012-04-25,1573,15411,2,106.86,-63.4,-35.62,458,Established,Grocery
2012-04-26,1208,5962,1,85.13,0.0,-35.62,686,Established,Grocery
2012-04-26,1208,11271,1,295.29,0.0,-35.62,231,Established,Grocery
2012-04-26,1208,14480,1,106.5,-13.89,-35.62,686,Established,Pharmaceutical
2012-04-26,1208,31345,1,275.7,-52.01,-8.9,686,Established,Grocery
2012-04-26,1208,61752,1,102.94,0.0,-17.81,782,Established,Grocery
2012-04-26,1257,12264,1,47.73,-3.56,-19.59,989,Established,Packaged Meat
2012-04-26,481,36836,1,78.01,-28.5,-35.62,1041,Established,Pharmaceutical
2012-04-26,544,50927,1,71.24,0.0,-35.62,1666,Established,Grocery
2012-04-26,608,22672,1,106.5,0.0,-106.5,89,Established,Grocery
2012-04-26,399,27515,1,71.24,-13.89,-35.62,619,Established,Grocery
2012-04-26,399,59714,1,71.24,-13.89,-35.62,619,Established,Grocery
2012-04-26,1022,17923,1,248.98,-35.62,-35.62,1274,Established,Pharmaceutical
2012-04-26,627,8684,1,284.6,-71.24,-35.62,686,Established,Pharmaceutical
2012-04-26,627,26682,1,124.67,-24.58,-71.24,686,Established,Pharmaceutical
2012-04-26,974,15662,1,54.85,0.0,-26.71,56,Local,Pharmaceutical
2012-04-26,76,34459,1,101.16,0.0,-19.59,1183,Established,Grocery
2012-04-26,76,60195,1,206.24,-35.62,-35.62,1690,Established,Grocery
2012-04-26,1052,15755,1,142.12,-71.24,-35.62,2068,Established,Packaged Meat
2012-04-26,1052,21306,1,63.76,0.0,-35.62,746,Established,Grocery
2012-04-26,1052,24118,1,142.48,-23.87,-17.81,1672,Established,Pharmaceutical
2012-04-26,1052,34895,1,152.81,0.0,-35.62,2134,Established,Pharmaceutical
2012-04-26,1052,36968,1,152.81,-24.93,-35.62,172,Established,Grocery
2012-04-26,1052,53874,1,71.24,-28.14,-17.81,1016,Established,Grocery
2012-04-26,1052,57582,2,142.48,-48.44,-35.62,686,Established,Pharmaceutical
2012-04-26,551,10125,1,142.12,0.0,-35.62,1025,Established,Pharmaceutical
2012-04-26,551,36857,1,320.22,-60.55,-35.62,206,Established,Grocery
2012-04-26,464,51376,1,284.6,-71.24,-89.05,686,Established,Pharmaceutical
2012-04-27,360,24666,1,50.58,-22.08,-26.71,2088,Established,Pharmaceutical
2012-04-27,360,62095,1,56.64,-12.47,-26.71,714,Established,Grocery
2012-04-27,367,45386,1,126.09,-7.12,-8.9,686,Established,Grocery
2012-04-27,929,9197,1,62.33,-42.39,-26.71,714,Established,Grocery
2012-04-27,929,25014,1,86.91,0.0,-8.9,91,Established,Pharmaceutical
2012-04-27,929,60220,4,195.91,-69.82,-17.81,673,Established,Grocery
2012-04-27,447,54400,2,89.05,-27.78,-17.81,172,Established,Grocery
2012-04-27,1427,36301,1,142.12,0.0,-35.62,866,Established,Skin & Hair Care
2012-04-27,151,35735,2,145.69,-15.67,-26.71,209,Established,Grocery
2012-04-27,906,10061,1,78.01,-10.69,-17.81,1101,Established,Grocery
2012-04-27,906,13310,2,24.22,-14.25,-17.81,1337,Established,Grocery
2012-04-27,906,59218,1,95.82,-10.69,-35.62,1075,Established,Grocery
2012-04-27,931,8418,1,86.91,-10.69,-26.71,1587,Established,Grocery
2012-04-27,931,9347,1,108.28,0.0,-8.9,1134,Established,Grocery
2012-04-27,931,15322,2,56.28,-35.62,-14.25,634,Established,Grocery
2012-04-27,931,19501,1,80.14,-21.02,-26.71,172,Established,Grocery
2012-04-27,931,22113,1,53.43,-10.33,-17.81,1335,Established,Grocery
2012-04-27,931,51537,2,142.48,-49.16,-35.62,686,Established,Pharmaceutical
2012-04-27,831,15897,1,480.51,-10.69,-17.81,231,Established,Grocery
2012-04-27,831,20606,1,195.55,-10.69,-17.81,686,Established,Grocery
2012-04-27,831,21575,1,124.31,-28.5,-17.81,57,Established,Grocery
2012-04-27,831,29834,1,80.14,-38.83,-26.71,1470,Established,Pharmaceutical
2012-04-27,743,57962,1,71.24,-35.26,-17.81,914,Established,Grocery
2012-04-27,1560,19113,1,177.74,-14.25,-35.62,864,Established,Grocery
2012-04-27,52,57195,1,284.6,-71.24,-71.24,673,Established,Pharmaceutical
2012-04-27,1101,10983,5,300.99,-213.72,-17.81,1105,Established,Grocery
2012-04-27,1101,34592,1,41.68,-22.08,-17.81,1105,Established,Grocery
2012-04-28,1562,8294,1,45.95,-42.74,-17.81,1105,Established,Grocery
2012-04-28,179,16946,1,70.88,0.0,-17.81,209,Established,Grocery
2012-04-28,179,31857,1,97.96,-21.02,-8.9,681,Established,Grocery
2012-04-28,179,34450,1,70.88,0.0,-17.81,209,Established,Grocery
2012-04-28,179,62083,1,97.6,0.0,-26.71,522,Established,Grocery
2012-04-28,1554,18222,1,4.99,-3.56,-19.59,446,Established,Grocery
2012-04-28,526,18527,1,377.22,0.0,-53.43,686,Established,Pharmaceutical
2012-04-28,108,25721,1,50.58,-64.83,-8.9,278,Established,Grocery
2012-04-28,108,59661,1,76.58,-35.26,-12.47,914,Established,Grocery
2012-04-28,110,17635,1,102.94,0.0,-35.62,115,Established,Grocery
2012-04-28,1266,24376,1,231.17,-35.62,-17.81,56,Local,Packaged Meat
2012-04-28,859,61623,1,89.05,-28.14,-35.62,1475,Established,Natural Products
2012-04-28,889,22613,1,41.68,-47.02,-17.81,172,Established,Natural Products
2012-04-28,1232,61772,1,35.62,0.0,-35.62,1336,Established,Pharmaceutical
2012-04-28,200,7015,1,320.22,0.0,-71.24,1470,Established,Pharmaceutical
2012-04-28,200,26590,1,81.57,0.0,-17.81,898,Established,Grocery
2012-04-28,200,49233,1,51.29,0.0,-12.47,1697,Established,Grocery
2012-04-28,200,57936,1,62.33,-24.58,-26.71,132,Established,Grocery
2012-04-29,327,35048,1,90.47,0.0,-19.59,1183,Established,Grocery
2012-04-29,327,57645,1,102.59,-82.28,-35.62,1996,Established,Grocery
2012-04-29,1547,36739,2,113.27,-42.74,-35.62,311,Established,Pharmaceutical
2012-04-29,161,10441,1,78.01,-28.5,-35.62,311,Established,Pharmaceutical
2012-04-29,161,11692,1,78.01,-28.5,-35.62,311,Established,Pharmaceutical
2012-04-29,161,25436,2,35.98,-7.84,-44.52,2088,Established,Pharmaceutical
2012-04-29,544,57603,1,88.69,0.0,-17.81,706,Established,Grocery
2012-04-29,1566,9571,1,106.86,-21.02,-53.43,681,Established,Grocery
2012-04-29,1566,34500,4,39.18,0.0,-17.81,158,Established,Pharmaceutical
2012-04-29,793,8426,1,73.02,-28.14,-19.59,387,Established,Grocery
2012-04-29,384,17459,1,102.59,0.0,-35.62,673,Established,Pharmaceutical
2012-04-29,901,45346,1,78.01,-10.69,-17.81,1075,Established,Grocery
2012-04-29,901,49393,1,409.27,-35.62,-17.81,686,Established,Grocery
2012-04-29,901,58313,1,250.76,-42.74,-8.9,686,Established,Grocery
2012-04-29,45,11523,1,85.13,0.0,-17.81,1101,Established,Grocery
2012-04-29,45,12452,1,70.88,0.0,-14.25,172,Established,Grocery
2012-04-29,45,14899,1,17.81,0.0,-17.81,303,Established,Pharmaceutical
2012-04-29,45,15598,1,110.07,0.0,-14.25,172,Established,Grocery
2012-04-29,45,36520,1,132.15,-88.34,-35.62,328,Established,Skin & Hair Care
2012-04-29,45,52832,1,78.01,0.0,-17.81,209,Established,Grocery
2012-04-23,1545,38141,2,190.92,0.0,-35.62,172,Established,Grocery
2012-04-30,161,17643,1,35.62,-10.33,-45.95,1229,Established,Grocery
2012-04-30,8,62547,3,1494.97,-213.72,-124.67,686,Established,Pharmaceutical
2012-04-30,8,62555,2,996.65,-142.48,-106.86,686,Established,Pharmaceutical
2012-04-30,131,9926,1,71.24,-10.33,-35.62,1025,Established,Pharmaceutical
2012-04-30,131,29346,1,117.19,0.0,-14.25,634,Established,Grocery
2012-04-30,1202,59133,2,178.1,-106.15,-35.62,1630,Established,Grocery
2012-04-30,1556,52734,2,270.0,0.0,-35.62,686,Established,Pharmaceutical
2012-04-30,1556,60984,3,340.17,-144.97,-19.59,1088,Established,Grocery
2012-04-30,466,5144,1,284.6,-71.24,-35.62,673,Established,Pharmaceutical
2012-04-30,403,61528,1,38.83,-8.9,-8.9,89,Established,Grocery
2012-04-30,1017,18944,1,320.22,-71.24,-71.24,1464,Established,Grocery
2012-04-30,943,29359,1,80.14,-38.83,-26.71,1105,Established,Packaged Meat
2012-04-30,959,27992,1,259.67,-96.17,-35.62,1180,Established,Grocery
2012-05-01,317,8426,1,73.02,-28.14,-19.59,387,Established,Grocery
2012-05-01,317,9133,2,124.67,-56.28,-17.81,172,Established,Grocery
2012-05-01,317,14899,2,35.62,0.0,-35.62,303,Established,Pharmaceutical
2012-05-01,317,19528,2,178.1,-56.28,-53.43,522,Established,Grocery
2012-05-01,317,37236,1,73.02,-28.14,-19.59,387,Established,Grocery
2012-05-01,317,48643,1,73.02,-28.14,-19.59,387,Established,Grocery
2012-05-01,317,48712,1,73.02,-28.14,-19.59,387,Established,Grocery
2012-05-01,317,61789,1,135.0,0.0,-17.81,1229,Established,Grocery
2012-05-01,1046,61038,1,213.36,-35.62,-35.62,2157,Established,Seafood
2012-05-01,536,24612,1,352.28,0.0,-35.62,120,Established,Grocery
2012-05-01,814,17025,1,38.83,0.0,-17.81,278,Established,Grocery
2012-05-01,235,9328,1,124.67,0.0,-35.62,1025,Established,Pharmaceutical
2012-05-01,235,19427,1,61.98,0.0,-8.9,686,Established,Grocery
2012-05-01,235,60949,2,95.46,0.0,-53.43,1088,Established,Grocery
2012-05-01,574,34718,1,195.55,-123.25,-17.81,914,Established,Grocery
2012-05-01,682,45373,1,99.38,0.0,-14.25,714,Established,Grocery
2012-05-01,682,62426,1,39.18,-45.95,-14.25,524,Established,Grocery
2012-05-01,404,17616,1,177.74,-71.24,-35.62,849,Established,Grocery
2012-05-01,578,48906,1,177.74,-14.25,-35.62,864,Established,Grocery
2012-05-01,52,20175,1,177.74,-106.86,-35.62,849,Established,Grocery
2012-05-01,52,25050,1,234.74,-28.5,-35.62,1587,Established,Grocery
2012-05-01,52,35007,1,47.73,-23.15,-14.25,714,Established,Grocery
2012-05-01,52,53039,1,131.44,-21.37,-17.81,686,Established,Grocery
2012-05-02,1257,11013,1,70.88,0.0,-17.81,235,Established,Grocery
2012-05-02,1344,17559,2,116.83,0.0,-17.81,278,Established,Grocery
2012-05-02,1344,32260,1,73.02,-17.45,-19.59,1025,Established,Grocery
2012-05-02,1344,35028,1,113.63,0.0,-17.81,1101,Established,Grocery
2012-05-02,1344,56856,2,356.2,-106.15,-35.62,686,Established,Grocery
2012-05-02,303,4404,1,97.6,-14.25,-26.71,1050,Established,Grocery
2012-05-02,303,10491,1,106.5,-13.89,-35.62,686,Established,Pharmaceutical
2012-05-02,303,14634,1,74.45,0.0,-17.81,293,Established,Grocery
2012-05-02,303,36718,1,73.02,-17.45,-19.59,595,Established,Packaged Meat
2012-05-02,354,19750,1,129.66,-35.62,-12.47,1898,Established,Packaged Meat
2012-05-02,231,30389,2,123.96,-49.87,-17.81,119,Established,Grocery
2012-05-02,298,54355,1,106.5,-13.89,-35.62,686,Established,Pharmaceutical
2012-05-02,1532,31857,2,213.72,-42.03,-53.43,681,Established,Grocery
2012-05-03,1208,30377,1,248.98,-71.24,-35.62,183,Established,Pharmaceutical
2012-05-03,1208,32334,1,152.81,0.0,-35.62,2134,Established,Pharmaceutical
2012-05-03,1208,48295,1,142.12,0.0,-35.62,1025,Established,Pharmaceutical
2012-05-03,367,34985,1,56.99,-42.39,-14.25,714,Established,Grocery
2012-05-03,559,32893,1,102.94,0.0,-17.81,482,Established,Pharmaceutical
2012-05-03,946,21197,4,103.65,-85.49,-26.71,56,Local,Grocery
2012-05-03,946,50966,1,124.31,-17.81,-17.81,56,Local,Prepared Food
2012-05-03,627,18463,1,88.69,-81.93,-17.81,597,Established,Grocery
2012-05-03,627,22288,1,102.94,0.0,-17.81,1183,Established,Grocery
2012-05-03,76,5444,1,106.5,0.0,-35.26,1229,Established,Grocery
2012-05-03,76,34600,1,106.5,0.0,-35.62,522,Established,Grocery
2012-05-03,1052,47360,1,106.86,-21.02,-53.43,681,Established,Grocery
2012-05-03,587,52586,2,170.26,-56.99,-89.05,1025,Established,Grocery
2012-05-03,401,22223,2,108.28,-22.8,-24.93,1101,Established,Grocery
2012-05-03,1251,36352,1,71.24,-13.54,-17.81,686,Established,Pharmaceutical
2012-05-03,17,27491,1,71.24,-67.32,-35.62,971,Established,Grocery
2012-05-03,1476,31302,1,151.03,0.0,-26.71,686,Established,Grocery
2012-05-03,1476,52546,1,377.22,0.0,-53.43,686,Established,Pharmaceutical
2012-05-03,1142,6738,1,74.45,0.0,-17.81,293,Established,Grocery
2012-05-03,1142,31991,1,89.05,-24.58,-35.62,1025,Established,Grocery
2012-05-03,464,60417,1,152.81,0.0,-152.81,686,Established,Pharmaceutical
2012-05-04,1239,6738,1,74.45,0.0,-17.81,293,Established,Grocery
2012-05-04,1239,49741,1,142.12,-35.62,-53.43,1166,Established,Packaged Meat
2012-05-04,245,29543,1,498.32,-71.24,-89.05,686,Established,Pharmaceutical
2012-05-04,245,36806,1,151.38,-6.41,-26.71,686,Established,Pharmaceutical
2012-05-04,556,10805,1,115.76,-10.33,-26.71,686,Established,Pharmaceutical
2012-05-04,556,60269,1,159.93,-35.62,-17.81,673,Established,Grocery
2012-05-04,1182,62555,1,498.32,-71.24,-53.43,686,Established,Pharmaceutical
2012-05-04,108,24175,1,71.24,-28.14,-17.81,1016,Established,Grocery
2012-05-04,108,34252,1,59.49,-36.33,-35.62,849,Established,Grocery
2012-05-04,108,50927,1,53.43,-17.81,-35.62,1666,Established,Grocery
2012-05-04,1252,54301,1,93.68,0.0,-26.71,644,Established,Pharmaceutical
2012-05-04,1333,7837,2,42.74,-49.16,-28.5,1143,Established,Grocery
2012-05-04,1333,29021,3,47.73,-43.81,-60.55,2088,Established,Pharmaceutical
2012-05-04,1333,49782,1,47.73,-16.03,-31.35,2088,Established,Pharmaceutical
2012-05-04,1250,20483,1,35.26,0.0,-10.69,686,Established,Grocery
2012-05-04,901,8267,1,53.43,-28.14,-17.81,172,Established,Grocery
2012-05-04,901,27319,1,124.31,0.0,-35.62,522,Established,Grocery
2012-05-04,1251,19960,1,106.5,-10.69,-17.81,939,Established,Grocery
2012-05-04,1251,55660,1,177.74,0.0,-35.62,408,Established,Grocery
2012-05-04,45,8231,1,106.5,0.0,-106.5,522,Established,Grocery
2012-05-04,45,11383,1,56.99,-28.14,-21.37,172,Established,Grocery
2012-05-04,45,14262,2,142.48,-20.66,-35.62,681,Established,Grocery
